id:ID,:LABEL,preflabel,synonyms:IGNORE,name,description
MP:0011105,DISO,"embryonic lethality between implantation and placentation, incomplete penetrance",NA,"embryonic lethality between implantation and placentation, incomplete penetrance",NA
HGNC:29130,GENE,HAUS5,KIAA0841|dgt5,HAUS augmin like complex subunit 5,"HAUS5 is 1 of 8 subunits of the 390-kD human augmin complex, or HAUS complex. The augmin complex was first identified in Drosophila, and its name comes from the Latin verb 'augmentare,' meaning 'to increase.' The augmin complex is a microtubule-binding complex involved in microtubule generation within the mitotic spindle and is vital to mitotic spindle assembly (Goshima et al., 2008 [PubMed 18443220]; Uehara et al., 2009 [PubMed 19369198]).[supplied by OMIM, Jun 2010]."
MGI:6294293,GENE,Tg(Prnp-HTT*82Q)8AGschi [involves: C3H/HeJ * C57BL/6J],NA,NA,NA
HGNC:9935,GENE,RCN2,E6BP|ERC-55|ERC55|TCBP49,reticulocalbin 2,"The protein encoded by this gene is a calcium-binding protein located in the lumen of the ER. The protein contains six conserved regions with similarity to a high affinity Ca(+2)-binding motif, the EF-hand. This gene maps to the same region as type 4 Bardet-Biedl syndrome, suggesting a possible causative role for this gene in the disorder. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2012]."
HGNC:170,GENE,ACTR3,ARP3,actin related protein 3,"The specific function of this gene has not yet been determined; however, the protein it encodes is known to be a major constituent of the ARP2/3 complex. This complex is located at the cell surface and is essential to cell shape and motility through lamellipodial actin assembly and protrusion. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Mar 2013]."
MP:0002066,DISO,abnormal motor capabilities/coordination/movement,NA,abnormal motor capabilities/coordination/movement,NA
MP:0001402,DISO,hypoactivity,NA,hypoactivity,NA
GO:0019900,PHYS,kinase binding,NA,kinase binding,NA
HGNC:1424,GENE,CAD,CDG1Z|DEE50|EIEE50|GATD4,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","The de novo synthesis of pyrimidine nucleotides is required for mammalian cells to proliferate. This gene encodes a trifunctional protein which is associated with the enzymatic activities of the first 3 enzymes in the 6-step pathway of pyrimidine biosynthesis: carbamoylphosphate synthetase (CPS II), aspartate transcarbamoylase, and dihydroorotase. This protein is regulated by the mitogen-activated protein kinase (MAPK) cascade, which indicates a direct link between activation of the MAPK cascade and de novo biosynthesis of pyrimidine nucleotides. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Apr 2015]."
MGI:5635158,GENE,Tg(HTT*)NXwy [involves: FVB/NJ],NA,NA,NA
MP:0008462,DISO,abnormal medium spiny neuron morphology,NA,abnormal medium spiny neuron morphology,NA
UBERON:0001826,ANAT,nasal cavity mucosa,NA,nasal cavity mucosa,NA
HP:0004305,DISO,Involuntary movements,NA,Involuntary movements,NA
MGI:3757568,GENE,Tg(HDexon1)62Gpb [involves: C57BL/6 * CBA],NA,NA,NA
HGNC:589,GENE,ATG5,APG5|APG5-LIKE|APG5L|ASP|SCAR25|hAPG5,autophagy related 5,"The protein encoded by this gene, in combination with autophagy protein 12, functions as an E1-like activating enzyme in a ubiquitin-like conjugating system. The encoded protein is involved in several cellular processes, including autophagic vesicle formation, mitochondrial quality control after oxidative damage, negative regulation of the innate antiviral immune response, lymphocyte development and proliferation, MHC II antigen presentation, adipocyte differentiation, and apoptosis. Several transcript variants encoding different protein isoforms have been found for this gene. [provided by RefSeq, Sep 2015]."
HP:0000737,DISO,Irritability,NA,Irritability,NA
MP:0008535,DISO,enlarged lateral ventricles,NA,enlarged lateral ventricles,NA
MGI:5575509,GENE,Tg(Prnp-SNAP25/HTT*150Q)8Xjl [involves: FVB],NA,NA,NA
HP:0000713,DISO,Agitation,NA,Agitation,NA
MGI:107157,GENE,Sin3a,WITKOS,SIN3 transcription regulator family member A,"The protein encoded by this gene is a transcriptional regulatory protein. It contains paired amphipathic helix (PAH) domains, which are important for protein-protein interactions and may mediate repression by the Mad-Max complex. [provided by RefSeq, Jul 2008]."
MGI:5432190,GENE,Tg(YAC128)55Hay/Tg(YAC128)55Hay [FVB/N-Tg(YAC128)55Hay],NA,NA,NA
MGI:1928386,GENE,Rassf1,123F2|NORE2A|RASSF1A|RDA32|REH3P21,Ras association domain family member 1,"This gene encodes a protein similar to the RAS effector proteins. Loss or altered expression of this gene has been associated with the pathogenesis of a variety of cancers, which suggests the tumor suppressor function of this gene. The inactivation of this gene was found to be correlated with the hypermethylation of its CpG-island promoter region. The encoded protein was found to interact with DNA repair protein XPA. The protein was also shown to inhibit the accumulation of cyclin D1, and thus induce cell cycle arrest. Several alternatively spliced transcript variants of this gene encoding distinct isoforms have been reported. [provided by RefSeq, May 2011]."
dbSNP:rs3121419,GENO,rs3121419-T,NA,rs3121419-T,NA
HGNC:12304,GENE,TRIP10,CIP4|HSTP|STOT|STP|TRIP-10,thyroid hormone receptor interactor 10,NA
HGNC:5123,GENE,HOXC11,HOX3H,homeobox C11,"This gene belongs to the homeobox family of genes. The homeobox genes encode a highly conserved family of transcription factors that play an important role in morphogenesis in all multicellular organisms. Mammals possess four similar homeobox gene clusters, HOXA, HOXB, HOXC and HOXD, which are located on different chromosomes and consist of 9 to 11 genes arranged in tandem. This gene is one of several homeobox HOXC genes located in a cluster on chromosome 12. The product of this gene binds to a promoter element of the lactase-phlorizin hydrolase. It also may play a role in early intestinal development. An alternatively spliced variant encoding a shorter isoform has been described but its full-length nature has not been determined. [provided by RefSeq, Jul 2008]."
HGNC:414,GENE,ALDOA,ALDA|GSD12|HEL-S-87p,"aldolase, fructose-bisphosphate A","This gene encodes a member of the class I fructose-bisphosphate aldolase protein family. The encoded protein is a glycolytic enzyme that catalyzes the reversible conversion of fructose-1,6-bisphosphate to glyceraldehyde 3-phosphate and dihydroxyacetone phosphate. Three aldolase isozymes (A, B, and C), encoded by three different genes, are differentially expressed during development. Mutations in this gene have been associated with Glycogen Storage Disease XII, an autosomal recessive disorder associated with hemolytic anemia. Disruption of this gene also plays a role in the progression of multiple types of cancers. Related pseudogenes have been identified on chromosomes 3 and 10. [provided by RefSeq, Sep 2017]."
MGI:3851446,GENE,Tg(Camk2a-tTA)1Mmay; Tg(tetO-HTT*94Q/-lacZ)1Rhn [involves: C57BL/6 * CBA],NA,NA,NA
HGNC:18246,GENE,CRYL1,GDH|HEL30|gul3DH|lambda-CRY,crystallin lambda 1,"The uronate cycle functions as an alternative glucose metabolic pathway, accounting for about 5% of daily glucose catabolism. The product of this gene catalyzes the dehydrogenation of L-gulonate into dehydro-L-gulonate in the uronate cycle. The enzyme requires NAD(H) as a coenzyme, and is inhibited by inorganic phosphate. A similar gene in the rabbit is thought to serve a structural role in the lens of the eye. [provided by RefSeq, Jul 2008]."
HGNC:4932,GENE,HLA-B,AS|B-4901|HLAB,"major histocompatibility complex, class I, B","HLA-B belongs to the HLA class I heavy chain paralogues. This class I molecule is a heterodimer consisting of a heavy chain and a light chain (beta-2 microglobulin). The heavy chain is anchored in the membrane. Class I molecules play a central role in the immune system by presenting peptides derived from the endoplasmic reticulum lumen. They are expressed in nearly all cells. The heavy chain is approximately 45 kDa and its gene contains 8 exons. Exon 1 encodes the leader peptide, exon 2 and 3 encode the alpha1 and alpha2 domains, which both bind the peptide, exon 4 encodes the alpha3 domain, exon 5 encodes the transmembrane region and exons 6 and 7 encode the cytoplasmic tail. Polymorphisms within exon 2 and exon 3 are responsible for the peptide binding specificity of each class one molecule. Typing for these polymorphisms is routinely done for bone marrow and kidney transplantation. Hundreds of HLA-B alleles have been described. [provided by RefSeq, Jul 2008]."
HP:0002300,DISO,Mutism,NA,Mutism,NA
MGI:3757562,GENE,Tg(HDexon1)61Gpb [involves: C57BL/6 * CBA],NA,NA,NA
HGNC:20758,GENE,ZFYVE19,ANCHR|MPFYVE,zinc finger FYVE-type containing 19,NA
MP:0002169,DISO,no abnormal phenotype detected,NA,no abnormal phenotype detected,NA
HP:0002141,DISO,Gait imbalance,NA,Gait imbalance,NA
EFO:0006903,GENO,hepatocyte growth factor measurement,NA,hepatocyte growth factor measurement,NA
GO:1905289,PHYS,regulation of CAMKK-AMPK signaling cascade,NA,regulation of CAMKK-AMPK signaling cascade,NA
HGNC:5186,GENE,PRMT2,HRMT1L1,protein arginine methyltransferase 2,NA
HGNC:16760,GENE,COPS7B,CSN7B|SGN7b,COP9 signalosome subunit 7B,NA
EFO:0004343,GENO,waist-hip ratio,NA,waist-hip ratio,NA
HP:0009088,DISO,Speech articulation difficulties,NA,Speech articulation difficulties,NA
HGNC:20254,GENE,MGRN1,RNF156,mahogunin ring finger 1,"Mahogunin (MGRN1) is a C3HC4 RING-containing protein with E3 ubiquitin ligase activity in vitro.[supplied by OMIM, Apr 2004]."
MGI:3530234,GENE,Tg(HDexon1)62Gpb [involves: C57BL/6J * CBA/J],NA,NA,NA
HGNC:3149,GENE,ECH1,HPXEL,enoyl-CoA hydratase 1,"This gene encodes a member of the hydratase/isomerase superfamily. The gene product shows high sequence similarity to enoyl-coenzyme A (CoA) hydratases of several species, particularly within a conserved domain characteristic of these proteins. The encoded protein, which contains a C-terminal peroxisomal targeting sequence, localizes to the peroxisome. The rat ortholog, which localizes to the matrix of both the peroxisome and mitochondria, can isomerize 3-trans,5-cis-dienoyl-CoA to 2-trans,4-trans-dienoyl-CoA, indicating that it is a delta3,5-delta2,4-dienoyl-CoA isomerase. This enzyme functions in the auxiliary step of the fatty acid beta-oxidation pathway. Expression of the rat gene is induced by peroxisome proliferators. [provided by RefSeq, Jul 2008]."
OMIM:613004.0004,DISO,"HTT, IVS34DS, G-A, +1",NA,"HTT, IVS34DS, G-A, +1",NA
UBERON:0004360,ANAT,cauda epididymis,NA,cauda epididymis,NA
HP:0002059,DISO,Cerebral atrophy,NA,Cerebral atrophy,NA
MP:0004274,DISO,abnormal embryonic/fetal subventricular zone morphology,NA,abnormal embryonic/fetal subventricular zone morphology,NA
MGI:5566682,GENE,Tg(YAC128)#Hay [FVB/N-Tg(YAC128)#Hay],NA,NA,NA
HGNC:3659,GENE,FEZ1,UNC-76,fasciculation and elongation protein zeta 1,"This gene is an ortholog of the C. elegans unc-76 gene, which is necessary for normal axonal bundling and elongation within axon bundles. Expression of this gene in C. elegans unc-76 mutants can restore to the mutants partial locomotion and axonal fasciculation, suggesting that it also functions in axonal outgrowth. The N-terminal half of the gene product is highly acidic. Alternatively spliced transcript variants encoding different isoforms of this protein have been described. [provided by RefSeq, Jul 2008]."
HP:0001336,DISO,Myoclonus,NA,Myoclonus,NA
MGI:4438239,GENE,Tg(HTT*)BXwy [FVB-Tg(HTT*)BXwy],NA,NA,NA
GO:0005776,PHYS,autophagosome,NA,autophagosome,NA
HGNC:5959,GENE,ELP1,DYS|FD|IKAP|IKBKAP|IKI3|TOT1,elongator acetyltransferase complex subunit 1,"The protein encoded by this gene is a scaffold protein and a regulator for three different kinases involved in proinflammatory signaling. The encoded protein can bind NF-kappa-B-inducing kinase and I-kappa-B kinases through separate domains and assemble them into an active kinase complex. Mutations in this gene have been associated with familial dysautonomia. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2016]."
HGNC:18416,GENE,FICD,HIP13|HYPE|UNQ3041,FIC domain protein adenylyltransferase,NA
MGI:5565691,GENE,Tg(UBC-GFP/HTT*84Q)22Shya [involves: FVB],NA,NA,NA
dbSNP:rs35537543,GENO,rs35537543-G,NA,rs35537543-G,NA
HP:0010794,DISO,Impaired visuospatial constructive cognition,NA,Impaired visuospatial constructive cognition,NA
HP:0002808,DISO,Kyphosis,NA,Kyphosis,NA
MP:0001922,DISO,reduced male fertility,NA,reduced male fertility,NA
UBERON:0004359,ANAT,corpus epididymis,NA,corpus epididymis,NA
HP:0000739,DISO,Anxiety,NA,Anxiety,NA
MP:0011100,DISO,"preweaning lethality, complete penetrance",NA,"preweaning lethality, complete penetrance",NA
EFO:0007990,GENO,neutrophil percentage of leukocytes,NA,neutrophil percentage of leukocytes,NA
MGI:96904,GENE,M6pr,CD-M6PR|CD-MPR|MPR 46|MPR-46|MPR46|SMPR,"mannose-6-phosphate receptor, cation dependent","This gene encodes a member of the P-type lectin family. P-type lectins play a critical role in lysosome function through the specific transport of mannose-6-phosphate-containing acid hydrolases from the Golgi complex to lysosomes. The encoded protein functions as a homodimer and requires divalent cations for ligand binding. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. A pseudogene of this gene is located on the long arm of chromosome X. [provided by RefSeq, May 2011]."
HGNC:16154,GENE,SNX21,C20orf161|PP3993|SNX-L|SNXL|dJ337O18.4,sorting nexin family member 21,"This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. This protein does not contain a coiled coil region, like some family members. The specific function of this protein has not been determined. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]."
MGI:3722277,GENE,Tg(YAC72)2511Hay [involves: FVB/N],NA,NA,NA
MP:0001513,DISO,limb grasping,NA,limb grasping,NA
GO:1905337,PHYS,positive regulation of aggrephagy,NA,positive regulation of aggrephagy,NA
dbSNP:rs362307,GENO,rs362307-C,NA,rs362307-C,NA
EFO:0004337,GENO,intelligence,NA,intelligence,NA
HGNC:9539,GENE,PSMB2,HC7-I,proteasome 20S subunit beta 2,"The proteasome is a multicatalytic proteinase complex with a highly ordered ring-shaped 20S core structure. The core structure is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. An essential function of a modified proteasome, the immunoproteasome, is the processing of class I MHC peptides. This gene encodes a member of the proteasome B-type family, also known as the T1B family, that is a 20S core beta subunit. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Dec 2010]."
MGI:4438238,GENE,Tg(HTT*97Q)LXwy [FVB-Tg(HTT*97Q)LXwy],NA,NA,NA
HP:0012757,DISO,Abnormal neuron morphology,NA,Abnormal neuron morphology,NA
dbSNP:rs363096,GENO,rs363096-C,NA,rs363096-C,NA
EFO:0009695,GENO,household income,NA,household income,NA
HGNC:164,GENE,ACTN2,CMD1AA|CMH23|MPD6|MYOCOZ,actinin alpha 2,"Alpha actinins belong to the spectrin gene superfamily which represents a diverse group of cytoskeletal proteins, including the alpha and beta spectrins and dystrophins. Alpha actinin is an actin-binding protein with multiple roles in different cell types. In nonmuscle cells, the cytoskeletal isoform is found along microfilament bundles and adherens-type junctions, where it is involved in binding actin to the membrane. In contrast, skeletal, cardiac, and smooth muscle isoforms are localized to the Z-disc and analogous dense bodies, where they help anchor the myofibrillar actin filaments. This gene encodes a muscle-specific, alpha actinin isoform that is expressed in both skeletal and cardiac muscles. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2013]."
dbSNP:rs2024115,GENO,rs2024115-G,NA,rs2024115-G,NA
MGI:4429156,GENE,Tg(GFAP-HTT*160Q)1Xjl [either: (involves: FVB/NCrl) or (involves: C3H * C57BL/6 * FVB/NCrl)],NA,NA,NA
HP:0002529,DISO,Neuronal loss in central nervous system,NA,Neuronal loss in central nervous system,NA
HP:0001344,DISO,Absent speech,NA,Absent speech,NA
MP:0011101,DISO,"prenatal lethality, incomplete penetrance",NA,"prenatal lethality, incomplete penetrance",NA
MP:0005643,DISO,decreased dopamine level,NA,decreased dopamine level,NA
HGNC:24260,GENE,MED31,3110004H13Rik|CGI-125|Soh1,mediator complex subunit 31,NA
HP:0002015,DISO,Dysphagia,NA,Dysphagia,NA
MGI:5617271,GENE,Htt<tm1Hay>/Htt<tm1Hay>; Tg(HTT*97Q)IXwy; Tg(YAC18)18Hay/Tg(YAC18)18Hay [FVB.Cg-Htt<tm1Hay> Tg(HTT*97Q)IXwy Tg(YAC18)18Hay],NA,NA,NA
HGNC:9251,GENE,CTSA,GLB2|GSL|NGBE|PPCA|PPGB,cathepsin A,"This gene encodes a member of the peptidase S10 family of serine carboxypeptidases. Alternative splicing results in multiple transcript variants, at least one of which encodes a preproprotein that is proteolytically processed to generate two chains that comprise the heterodimeric active enzyme. This enzyme possesses deamidase, esterase and carboxypeptidase activities and acts as a scaffold in the lysosomal multienzyme complex. Mutations in this gene are associated with galactosialidosis. [provided by RefSeq, Nov 2015]."
MONDO:0005263,DISO,unipolar depression,NA,unipolar depression,NA
HGNC:3757,GENE,FLOT1,NA,flotillin 1,"This gene encodes an protein that localizes to the caveolae, which are small domains on the inner cell membranes. This protein plays a role in vesicle trafficking and cell morphology. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]."
HP:0010864,DISO,"Intellectual disability, severe",NA,"Intellectual disability, severe",NA
HP:0003324,DISO,Generalized muscle weakness,NA,Generalized muscle weakness,NA
HGNC:9987,GENE,RFXANK,ANKRA1|BLS|F14150_1|RFX-B,regulatory factor X associated ankyrin containing protein,"Major histocompatibility (MHC) class II molecules are transmembrane proteins that have a central role in development and control of the immune system. The protein encoded by this gene, along with regulatory factor X-associated protein and regulatory factor-5, forms a complex that binds to the X box motif of certain MHC class II gene promoters and activates their transcription. Once bound to the promoter, this complex associates with the non-DNA-binding factor MHC class II transactivator, which controls the cell type specificity and inducibility of MHC class II gene expression. This protein contains ankyrin repeats involved in protein-protein interactions. Mutations in this gene have been linked to bare lymphocyte syndrome type II, complementation group B. Multiple alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2013]."
HP:0011968,DISO,Feeding difficulties,NA,Feeding difficulties,NA
MP:0011090,DISO,"perinatal lethality, incomplete penetrance",NA,"perinatal lethality, incomplete penetrance",NA
HP:0004408,DISO,Abnormality of the sense of smell,NA,Abnormality of the sense of smell,NA
HGNC:9847,GENE,RANBP1,HTF9A,RAN binding protein 1,"This gene encodes a protein that forms a complex with Ras-related nuclear protein (Ran) and metabolizes guanoside triphosphate (GTP). This complex participates in the regulation of the cell cycle by controlling transport of proteins and nucleic acids into the nucleus. There are multiple pseudogenes for this gene on chromosomes 9, 12, 17, and X. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]."
HGNC:14651,GENE,PPIH,CYP-20|CYPH|SnuCyp-20|USA-CYP,peptidylprolyl isomerase H,"The protein encoded by this gene is a member of the peptidyl-prolyl cis-trans isomerase (PPIase) family. PPIases catalyze the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and accelerate the folding of proteins. This protein is a specific component of the complex that includes pre-mRNA processing factors PRPF3, PRPF4, and PRPF18, as well as U4/U5/U6 tri-snRNP. This protein has been shown to possess PPIase activity and may act as a protein chaperone that mediates the interactions between different proteins inside the spliceosome. [provided by RefSeq, Jul 2008]."
HGNC:30704,GENE,FAM71F1,GARI-L1|Gm764|NYD-SP18,"family with sequence similarity 71, member F1",NA
HGNC:7957,GENE,NPY2R,NPY2-R,neuropeptide Y receptor Y2,NA
MP:0009808,DISO,decreased oligodendrocyte number,NA,decreased oligodendrocyte number,NA
dbSNP:rs76778080,GENO,rs76778080-T,NA,rs76778080-T,NA
ZP:0001255,DISO,"post-vent region curved dorsal, abnormal",NA,"post-vent region curved dorsal, abnormal",NA
UBERON:0004358,ANAT,caput epididymis,NA,caput epididymis,NA
HGNC:6916,GENE,MBD1,CXXC3|PCM1|RFT,methyl-CpG binding domain protein 1,"The protein encoded by this gene is a member of a family of nuclear proteins related by the presence of a methyl-CpG binding domain (MBD). These proteins are capable of binding specifically to methylated DNA, and some members can also repress transcription from methylated gene promoters. This protein contains multiple domains: MBD at the N-terminus that functions both in binding to methylated DNA and in protein interactions; several CXXC-type zinc finger domains that mediate binding to non-methylated CpG dinucleotides; transcriptional repression domain (TRD) at the C-terminus that is involved in transcription repression and in protein interactions. Numerous alternatively spliced transcript variants encoding different isoforms have been noted for this gene.[provided by RefSeq, Feb 2011]."
MP:0001400,DISO,hyperresponsive,NA,hyperresponsive,NA
ENSEMBL:ENSMMUG00000008392,GENE,ENSEMBL:ENSMMUG00000008392,NA,NA,NA
HGNC:12505,GENE,UBL4A,DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4,ubiquitin like 4A,NA
MGI:5429322,GENE,Tg(HDexon1)62Gpb [B6CBA-Tg(HDexon1)62Gpb/3J],NA,NA,NA
MP:0000788,DISO,abnormal cerebral cortex morphology,NA,abnormal cerebral cortex morphology,NA
HP:0030769,DISO,Exencephaly,NA,Exencephaly,NA
HGNC:4775,GENE,H3C10,H3/k|H3C1|H3C11|H3C12|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3F1K|H3FK|HIST1H3H,H3 clustered histone 10,"Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H3 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the small histone gene cluster on chromosome 6p22-p21.3. [provided by RefSeq, Aug 2015]."
HGNC:8882,GENE,PFN2,D3S1319E|PFL,profilin 2,"The protein encoded by this gene is a ubiquitous actin monomer-binding protein belonging to the profilin family. It is thought to regulate actin polymerization in response to extracellular signals. There are two alternatively spliced transcript variants encoding different isoforms described for this gene. [provided by RefSeq, Jul 2008]."
HP:0002067,DISO,Bradykinesia,NA,Bradykinesia,NA
EFO:0004611,GENO,low density lipoprotein cholesterol measurement,NA,low density lipoprotein cholesterol measurement,NA
FBcv:0000385,DISO,short lived,NA,short lived,NA
HP:0011448,DISO,Ankle clonus,NA,Ankle clonus,NA
HP:0002355,DISO,Difficulty walking,NA,Difficulty walking,NA
HGNC:4527,GENE,C5AR2,C5L2|GPF77|GPR77,complement C5a receptor 2,"This gene encodes a G-protein coupled receptor 1 family member involved in the complement system of the innate immune response. Unlike classical G-protein coupled receptors, the encoded protein does not associate with intracellular G-proteins. It may instead modulate signal transduction through the beta-arrestin pathway, and may alternatively act as a decoy receptor. This gene may be involved in coronary artery disease and in the pathogenesis of sepsis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2012]."
HP:0002446,DISO,Astrocytosis,NA,Astrocytosis,NA
MGI:4881525,GENE,Tg(YAC46)668Hay [involves: FVB/N],NA,NA,NA
EFO:0007788,GENO,BMI-adjusted waist-hip ratio,NA,BMI-adjusted waist-hip ratio,NA
dbSNP:rs7685686,GENO,rs7685686-A,NA,rs7685686-A,NA
REACT:R-HSA-9022692,PHYS,Regulation of MECP2 expression and activity,NA,Regulation of MECP2 expression and activity,NA
MGI:5298848,GENE,Htt<tm1Hay>/Htt<tm1Hay>; Tg(YAC18)18Hay [involves: FVB/N],NA,NA,NA
HP:0003487,DISO,Babinski sign,NA,Babinski sign,NA
HP:0002072,DISO,Chorea,NA,Chorea,NA
GO:0005522,PHYS,profilin binding,NA,profilin binding,NA
HP:0001510,DISO,Growth delay,NA,Growth delay,NA
GO:0044325,PHYS,ion channel binding,NA,ion channel binding,NA
GO:0034452,PHYS,dynactin binding,NA,dynactin binding,NA
MGI:5569533,GENE,Tg(CMV-HTT*48Q)BTag [involves: FVB/N],NA,NA,NA
MP:0003224,DISO,neuron degeneration,NA,neuron degeneration,NA
dbSNP:rs1263309,GENO,rs1263309-T,NA,rs1263309-T,NA
EFO:0004833,GENO,neutrophil count,NA,neutrophil count,NA
MGI:3851447,GENE,Tg(tetO-HTT*94Q/-lacZ)1Rhn [involves: C57BL/6 * CBA],NA,NA,NA
MGI:5298850,GENE,Tg(YAC18)18Hay [involves: FVB/N],NA,NA,NA
HGNC:7219,GENE,MPP1,AAG12|DXS552E|EMP55|MRG1|PEMP,MAGUK p55 scaffold protein 1,"This gene encodes the prototype of the membrane-associated guanylate kinase (MAGUK) family proteins. MAGUKs interact with the cytoskeleton and regulate cell proliferation, signaling pathways, and intercellular junctions. The encoded protein is an extensively palmitoylated membrane phosphoprotein containing a PDZ domain, a Src homology 3 (SH3) motif, and a guanylate kinase domain. This gene product interacts with various cytoskeletal proteins and cell junctional proteins in different tissue and cell types, and may be involved in the regulation of cell shape, hair cell development, neural patterning of the retina, and apico-basal polarity and tumor suppression pathways in non-erythroid cells. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2009]."
GO:0006890,PHYS,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",NA,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",NA
ZP:0010095,DISO,"neural tube shape, abnormal",NA,"neural tube shape, abnormal",NA
MGI:5569535,GENE,Tg(CMV-HTT*48Q)BTag/Tg(CMV-HTT*48Q)BTag [involves: FVB/N],NA,NA,NA
HGNC:12558,GENE,ULK1,ATG1|ATG1A|UNC51|Unc51.1|hATG1,unc-51 like autophagy activating kinase 1,NA
EFO:0007988,GENO,myeloid white cell count,NA,myeloid white cell count,NA
WormBase:WBGene00022855,GENE,tcer-1,NA,WW domain-containing protein,NA
dbSNP:rs1313766,GENO,rs1313766-C,NA,rs1313766-C,NA
dbSNP:rs55962025,GENO,rs55962025-?,NA,rs55962025-?,NA
MGI:3723505,GENE,Tg(HD)63Aron [involves: C57BL/6 * SJL],NA,NA,NA
HGNC:10011,GENE,RHEB,RHEB2,"Ras homolog, mTORC1 binding","This gene is a member of the small GTPase superfamily and encodes a lipid-anchored, cell membrane protein with five repeats of the RAS-related GTP-binding region. This protein is vital in regulation of growth and cell cycle progression due to its role in the insulin/TOR/S6K signaling pathway. The protein has GTPase activity and shuttles between a GDP-bound form and a GTP-bound form, and farnesylation of the protein is required for this activity. Three pseudogenes have been mapped, two on chromosome 10 and one on chromosome 22. [provided by RefSeq, Jul 2008]."
HP:0200136,DISO,Oral-pharyngeal dysphagia,NA,Oral-pharyngeal dysphagia,NA
HGNC:30796,GENE,STRAP,MAWD|PT-WD|UNRIP,serine/threonine kinase receptor associated protein,NA
MP:0001505,DISO,hunched posture,NA,hunched posture,NA
HGNC:25019,GENE,HSPB11,C1orf41|FAP232|HSPCO34|IFT25|PP25,heat shock protein family B (small) member 11,NA
MP:0008128,DISO,abnormal brain internal capsule morphology,NA,abnormal brain internal capsule morphology,NA
ZP:0010094,DISO,"melanocyte trunk disorganized, abnormal",NA,"melanocyte trunk disorganized, abnormal",NA
MGI:2446977,GENE,Kif18a,MS-KIF18A|PPP1R99,kinesin family member 18A,"KIF18A is a member of the kinesin superfamily of microtubule-associated molecular motors (see MIM 148760) that use hydrolysis of ATP to produce force and movement along microtubules (Luboshits and Benayahu, 2005 [PubMed 15878648]).[supplied by OMIM, Aug 2008]."
EFO:0004765,GENO,visceral adipose tissue measurement,NA,visceral adipose tissue measurement,NA
MGI:1921376,GENE,Syvn1,DER3|HRD1,synoviolin 1,"This gene encodes a protein involved in endoplasmic reticulum (ER)-associated degradation. The encoded protein removes unfolded proteins, accumulated during ER stress, by retrograde transport to the cytosol from the ER. This protein also uses the ubiquitin-proteasome system for additional degradation of unfolded proteins. Sequence analysis identified two transcript variants that encode different isoforms. [provided by RefSeq, May 2011]."
MP:0011091,DISO,"prenatal lethality, complete penetrance",NA,"prenatal lethality, complete penetrance",NA
MGI:5432192,GENE,Tg(YAC128)55Hay [FVB/N-Tg(YAC128)55Hay],NA,NA,NA
UBERON:0000081,ANAT,metanephros,NA,metanephros,NA
HP:0000752,DISO,Hyperactivity,NA,Hyperactivity,NA
